JobseekerID,Name,Language,Education Level,Industry,Experience
18832,Marina De Clercq,German,PhD,Manufacturing,5-10
22352,Annie Helsen,English,Bachelor,Technology,0-1
13718,Kim Willems,French,High School,Construction,10+
22078,Els Van Laere,English,Bachelor,Research,0-1
18628,Lien Smolders,German,PhD,Wholesale and retail,10+
23899,Marcel Van Looy,English,Master,Education,2-4
11908,Lucas Verstraeten,German,High School,Hotels and restaurants,5-10
19409,Lina De Coninck,Dutch,Bachelor,Pharmaceutical,5-10
22281,Sabine Michiels,German,Master,Transport,5-10
11054,Rudy Deckers,German,High School,Energy,2-4
10698,Sam Leysen,German,Bachelor,Financial intermediation,5-10
12734,Yves Vermeylen,German,PhD,Transport,2-4
18284,Niels Van de Velde Van Damme,English,High School,Agriculture,5-10
23174,Veerle Meeus,Spanish,High School,Construction,10+
24518,Kathleen Engels,Dutch,Bachelor,Transport,10+
11654,Rita De Smet,French,Bachelor,Energy,10+
19069,Marie-Louise Van de Velde,English,High School,Pharmaceutical,10+
15353,Conny Matthys,English,Bachelor,Manufacturing,5-10
13699,Gabriel Lauwers,English,PhD,Agriculture,5-10
19618,Nelly Lievens,German,High School,Agriculture,5-10
22684,Nicole Rombaut,French,PhD,Agriculture,10+
10102,Hanne Goossens,English,Bachelor,Energy,5-10
18058,Timothy De Clercq,English,Bachelor,Hotels and restaurants,2-4
21159,Simone Deprez,French,Master,Hotels and restaurants,0-1
18969,Carla Claeys,Spanish,Master,Wholesale and retail,5-10
20788,Gilbert Bracke,Spanish,PhD,Construction,10+
14375,Dimitri Janssen,Dutch,Bachelor,Technology,5-10
18995,Peggy Laenen Van Nuffel,French,Bachelor,Construction,0-1
19749,Sonja Wouters,French,PhD,Agriculture,0-1
21660,Liesbet Vandewalle,German,PhD,Administration,10+
13548,Jeffrey Van Dijck,English,Bachelor,Financial intermediation,0-1
12245,Eric Samyn,Spanish,PhD,Transport,10+
13433,Louis D'hondt,German,Master,Logistics,2-4
21761,Magdalena Vaes,Dutch,Master,Transport,10+
16811,Frans Geerts,Spanish,Master,Energy,5-10
20016,Tom Sels,English,High school,Cleaning,10+
10826,Luc Willems,Dutch,High School,Construction,2-4
18346,Emma Claeys Verbeeck,Dutch,High school,Cleaning,10+
19810,Mike De Smet,English,PhD,Logistics,5-10
17798,Luc Verbeeck,German,Master,Construction,5-10
17882,Mia Devos,English,PhD,Health and social services,2-4
12866,Els Maes Bruyninckx,French,PhD,Construction,10+
24762,Jan Claesen,Spanish,High School,Financial intermediation,10+
14971,Krista Van Camp Van de Velde,English,High School,Wholesale and retail,2-4
16880,Els De Leeuw,Spanish,Bachelor,Wholesale and retail,5-10
18756,Kevin De Wilde,French,High School,Agriculture,5-10
13503,Gabriël Goossens Janssens,French,Bachelor,Financial intermediation,10+
14499,Senne Janssens,French,High School,Logistics,0-1
21441,Pierre Mertens,English,PhD,Research,0-1
12749,Conny De Wolf,German,PhD,Agriculture,2-4
20630,Maria Boone,Spanish,Bachelor,Energy,0-1
23447,Arlette Yildirim,English,High School,Agriculture,0-1
13822,Guido Houben,Dutch,Bachelor,Hotels and restaurants,5-10
12390,Andy Lemmens Maes,German,Master,Education,0-1
19333,Manon Moens,Spanish,Bachelor,Hotels and restaurants,10+
12808,Briek De Graeve,German,Bachelor,Agriculture,2-4
11412,Edith Nys,English,High School,Hotels and restaurants,5-10
12601,Maria Moens,Spanish,High School,Administration,5-10
13763,Elise Huyghe,English,Bachelor,Research,5-10
13639,Katleen Mertens,French,PhD,Education,2-4
22559,Christine Michiels,Dutch,Master,Research,10+
22686,Thierry Horemans,Dutch,High School,Administration,0-1
19366,Paul Marien,French,Master,Administration,0-1
16837,Janne Van Assche,German,Master,Energy,10+
18560,Annelies Willekens,German,Bachelor,Education,0-1
21002,Stefan Ahmed,English,Bachelor,Wholesale and retail,2-4
15691,Gina De Pauw,Dutch,Bachelor,Logistics,2-4
14024,Georgette Dillen,German,High School,Administration,5-10
15877,Jozef Hendrickx Dillen,English,PhD,Pharmaceutical,10+
23304,Marie Nijs,French,PhD,Financial intermediation,0-1
16645,Dieter Timmermans,English,Bachelor,Wholesale and retail,10+
16171,Céline Cools Martens,French,Bachelor,Health and social services,2-4
11811,Bram Van de Velde,Dutch,Bachelor,Transport,10+
15574,Piet Vandenberghe,Dutch,High School,Transport,2-4
21897,Ludo Verschueren,German,Bachelor,Research,5-10
24590,Sam De Bock,English,PhD,Construction,0-1
13063,Nand Matthijs Vos,Dutch,High School,Manufacturing,10+
10724,Marina Buelens,Spanish,PhD,Wholesale and retail,5-10
24907,Saskia Vanneste,German,High School,Construction,2-4
18350,Jan Van Hulle,Spanish,Master,Administration,0-1
17376,Hannelore Van Daele,English,PhD,Research,10+
13160,Giovanni Ceulemans,Spanish,Bachelor,Financial intermediation,0-1
10278,Nathalie Mariën Vansteenkiste,English,Master,Energy,2-4
11839,Sofie Janssens,German,Master,Financial intermediation,2-4
21637,Martine Cools,English,High School,Manufacturing,5-10
11319,Gilbert Devos,Dutch,High School,Construction,0-1
15472,Karine Verhaeghe Hanssens,German,High school,Cleaning,2-4
15331,Renée Troch,Spanish,High school,Cleaning,5-10
19795,Marie De Schutter,Spanish,High School,Health and social services,2-4
15378,Olivier Van den Bergh,Dutch,High School,Pharmaceutical,5-10
24643,Danny Deleu,German,High School,Transport,5-10
21370,Ronny Lenaerts,French,Master,Energy,2-4
24172,Agnes Dockx Claeys,Spanish,Bachelor,Transport,10+
10246,Jack Van de Velde,Dutch,High School,Research,5-10
19476,Jacobus Coenen,French,High School,Wholesale and retail,2-4
24182,Emma Dejonghe Mestdagh,German,Bachelor,Agriculture,2-4
15540,Guido Derycke,English,PhD,Pharmaceutical,10+
18487,Bilal Maes,French,Bachelor,Education,0-1
10139,Pascale Rutten Vandeputte,German,PhD,Logistics,10+
20503,Renée Van Goethem,French,Master,Hotels and restaurants,5-10
15038,Emma Goossens,Dutch,High School,Technology,10+
12891,Maurice Engels,German,High School,Agriculture,5-10
15836,Catharina Mortier,German,Bachelor,Hotels and restaurants,5-10
15295,Marcel Praet,English,High school,Cleaning,5-10
21832,Mariette Lambrechts,German,Master,Technology,5-10
18078,Ellen Cuypers,Dutch,PhD,Logistics,5-10
18138,Evelien Goossens,German,High School,Hotels and restaurants,10+
24026,Daniel Knockaert,German,Master,Logistics,0-1
20493,Ann Smet,Spanish,High school,Cleaning,2-4
16641,Jasper Vandevelde,Dutch,Master,Administration,10+
18362,Sandy De Ridder,Spanish,Bachelor,Construction,2-4
18148,Antonio Van Daele,French,Master,Education,0-1
15276,Christophe Callewaert,French,Bachelor,Transport,10+
21450,Christiaan De Greef,Dutch,PhD,Transport,5-10
23245,Stefanie Blondeel,Spanish,Master,Logistics,2-4
15087,Mehmet Decoster,French,PhD,Construction,10+
14996,Jean De Muynck,Spanish,High School,Administration,0-1
24620,Jennifer Vermeiren Van Herck,German,Bachelor,Research,2-4
15967,Ingrid Peeters,German,Bachelor,Financial intermediation,2-4
19679,Godelieve Neyens,German,Master,Health and social services,2-4
18103,Nathalie De Decker,German,High School,Energy,5-10
16040,Ivan De Wolf,German,Master,Technology,0-1
21042,Christoph De Wit,Dutch,PhD,Energy,2-4
11153,Kimberly Van den Broeck,Spanish,PhD,Financial intermediation,2-4
11831,Axel Van Assche,Spanish,High School,Pharmaceutical,2-4
17984,Rita Maes,German,PhD,Technology,10+
24490,Steve Degroote,French,PhD,Wholesale and retail,2-4
24717,Catharina Simons,Dutch,High School,Financial intermediation,10+
22740,Marc Bonte,French,High School,Research,10+
18555,Filip Verhoeven Desmet,Spanish,High School,Agriculture,0-1
17548,Guido Verstappen,German,High school,Cleaning,10+
20830,Yvette Goovaerts,German,Master,Manufacturing,10+
18461,Tony Hermans,English,Bachelor,Hotels and restaurants,5-10
21781,John Aerts,English,PhD,Wholesale and retail,0-1
14841,Sam De Bock,German,Master,Administration,5-10
21276,Ibrahim Vermeulen,French,Master,Agriculture,0-1
17923,Marie De Bruyn,Dutch,High school,Cleaning,5-10
19277,Karolien De Vos De Boeck,French,Master,Health and social services,10+
23636,Linda Claes,French,Master,Administration,5-10
20499,Robert Aerts,Spanish,Bachelor,Pharmaceutical,5-10
24233,Daisy Mortier,French,PhD,Education,0-1
23493,Richard Vissers,French,PhD,Administration,0-1
24823,Daisy Vandevelde,Spanish,High School,Wholesale and retail,2-4
15776,Jade De Mulder,Spanish,Bachelor,Pharmaceutical,10+
12822,Davy Joris,Spanish,PhD,Construction,2-4
23271,Diane Vermeiren,Spanish,Bachelor,Transport,0-1
24558,Christiana D'Hondt,Spanish,Master,Financial intermediation,0-1
19142,Marc Gielen,Dutch,High school,Cleaning,0-1
17032,Marc Janssens,English,Master,Agriculture,5-10
20952,Thibault Van de Velde,English,Master,Construction,0-1
11885,Sofie Theys,Dutch,Bachelor,Education,2-4
20531,Michel Verfaillie,Dutch,PhD,Education,2-4
16371,Anny De Winter,French,Master,Research,2-4
20901,Olga Claeys,Dutch,Bachelor,Construction,0-1
21785,Hannelore Vervoort,English,PhD,Construction,10+
12385,Olivier Geuens Mertens,German,High School,Wholesale and retail,5-10
10750,Jonathan Dierckx,German,High School,Administration,5-10
17862,Nora De Groote,German,PhD,Technology,5-10
11029,Eliane Horemans,French,High School,Health and social services,2-4
21117,Robert Claes,English,PhD,Manufacturing,2-4
15598,Edouard Verhulst Van Laer,Spanish,Bachelor,Agriculture,10+
20301,José Heylen Stevens,Spanish,Bachelor,Construction,10+
14748,Maud Verlinden,German,PhD,Wholesale and retail,10+
15599,Martine Vinck,French,PhD,Transport,10+
18235,Dylan De Smet,German,Master,Logistics,5-10
17385,Maxim Pauwels,Dutch,High School,Logistics,2-4
16343,Alfons De Cock,Dutch,Bachelor,Construction,2-4
21021,Michiel De Winter,French,Bachelor,Transport,2-4
23445,Anneleen Smits,French,High School,Administration,5-10
11517,Wendy Boon,French,High School,Logistics,5-10
24101,Anna Huysmans,French,High school,Cleaning,2-4
16022,Mauro Peeters,German,High School,Wholesale and retail,2-4
16258,Veronique De Neve,French,High School,Administration,10+
14168,Roger Meyers,French,PhD,Transport,2-4
10713,Rudy Vervoort,French,Master,Technology,2-4
12628,Myriam Cuypers,Dutch,High school,Cleaning,10+
15895,Nicolas Peeters,English,High School,Transport,2-4
15698,Annie De Wit,Dutch,Master,Technology,10+
21951,Kristof De Wolf,Dutch,Master,Health and social services,2-4
19687,Wesley Lauwers,Dutch,Bachelor,Financial intermediation,0-1
13257,Eric Claes,English,PhD,Construction,5-10
10438,Kimberly Vissers,English,PhD,Agriculture,0-1
18192,Dany Rombouts De Mulder,Dutch,Bachelor,Hotels and restaurants,0-1
24196,Margo De Keyser,French,Bachelor,Administration,0-1
24414,Frank Verstraeten,Dutch,PhD,Financial intermediation,2-4
22753,Jean-Marie Janssen,Dutch,Bachelor,Logistics,10+
22447,Brigitte Callebaut,Spanish,High School,Financial intermediation,0-1
14716,Peter Boon,Spanish,PhD,Pharmaceutical,10+
14383,Eric Peeters,Dutch,Master,Technology,10+
10475,Lotte Verheyen Loos,English,Master,Education,2-4
12878,Maria Buyse,Dutch,Bachelor,Financial intermediation,0-1
10686,Abdullah Stroobants,German,High School,Administration,5-10
22847,Mona Leysen,Dutch,Bachelor,Financial intermediation,2-4
20605,Luc Dierckx,Dutch,PhD,Transport,5-10
11765,Luna Martens,German,High school,Cleaning,10+
19703,Jef Aerts,Dutch,Bachelor,Logistics,10+
11638,Geert Smets,Dutch,Master,Logistics,5-10
24266,Marina Debruyne,Dutch,PhD,Logistics,2-4
19769,Sarah Luyten,Spanish,Master,Logistics,10+
18266,Stijn Berghmans,French,Bachelor,Pharmaceutical,0-1
11677,Nicolas Coppens,Spanish,High school,Cleaning,5-10
13337,Sarah Parmentier,French,Bachelor,Energy,5-10
12045,Robert Verhoeven,French,PhD,Hotels and restaurants,10+
12635,An Bosmans,German,Bachelor,Transport,2-4
18989,Maurice Callewaert Blondeel,Dutch,Master,Wholesale and retail,0-1
23501,Anas Van den Berghe,Dutch,PhD,Logistics,0-1
10501,Guido Janssen,French,Bachelor,Manufacturing,5-10
19978,Agnes Janssens,German,High School,Pharmaceutical,2-4
24378,Jo Vandamme,Spanish,Master,Technology,0-1
24042,Elisa Huybrechts,German,Master,Health and social services,2-4
17944,Claire Brouwers,German,High school,Cleaning,0-1
24520,Alicia Verstraete,French,PhD,Technology,10+
17468,Bas Boone,Spanish,High School,Manufacturing,2-4
17981,Maria Van de Velde,Spanish,PhD,Logistics,0-1
12038,Marnix Joris,French,Master,Pharmaceutical,5-10
18194,Marie Vandendriessche,Spanish,PhD,Logistics,0-1
23432,Alexander Heyvaert,Spanish,Bachelor,Health and social services,10+
11187,Ali Geuens,Dutch,Master,Pharmaceutical,2-4
20881,Josse Neirynck,Dutch,Master,Energy,2-4
17390,Tom De Mulder,Spanish,PhD,Education,10+
22410,Tine Baert,Dutch,Master,Education,10+
19585,Femke Sanders,Spanish,High school,Cleaning,2-4
10770,Sanne Vandamme,French,PhD,Pharmaceutical,0-1
20465,Elise Smets,French,Bachelor,Education,2-4
17706,Brent Van den Bosch Mahieu,German,Master,Administration,10+
22924,Johan D'hondt,French,Master,Manufacturing,2-4
13175,Maria Dupont Boonen,Spanish,Bachelor,Transport,5-10
11181,Freya De Roeck,Dutch,High school,Cleaning,0-1
10772,Jacqueline Kenis,Dutch,Bachelor,Construction,5-10
23379,Muhammed Goethals,French,High School,Construction,5-10
22006,Patrick Van Gorp,Spanish,Master,Education,0-1
17879,Monique Bouckaert,English,High school,Cleaning,2-4
16104,Laurence Peeters,German,PhD,Research,10+
24283,Francine Van Hoecke,Spanish,Master,Wholesale and retail,5-10
20514,Caroline Roelandt Vereecken,French,PhD,Energy,0-1
10168,Brigitte Maris,English,Master,Health and social services,2-4
15056,Nadine Slegers,Dutch,Master,Energy,10+
13334,Luc Willekens,French,High School,Transport,0-1
12343,Charlotte Heymans,German,Bachelor,Research,0-1
21397,Paul Dhondt,English,High School,Pharmaceutical,0-1
12469,Justine Timmerman,English,High school,Cleaning,10+
11068,An Bauwens,French,High school,Cleaning,2-4
14937,Caroline Hendrickx,Spanish,Bachelor,Logistics,2-4
22780,Christiane Jacobs,French,Master,Research,0-1
24581,Margaretha Goris,English,Master,Financial intermediation,10+
22531,Véronique Maes Wouters,Dutch,Bachelor,Pharmaceutical,0-1
13201,Armand Claeys,German,PhD,Transport,2-4
19322,Ann Roels,Dutch,PhD,Education,0-1
20089,Katrien Meert,English,Master,Agriculture,5-10
15974,Niels De Ridder,Dutch,High School,Financial intermediation,5-10
12472,Senne Meersman,Spanish,Master,Energy,2-4
24295,Maria Vleugels,French,High School,Wholesale and retail,2-4
18337,Ali Van Daele,English,Master,Construction,5-10
19073,Maria Bogaert,German,Bachelor,Hotels and restaurants,10+
14948,Valerie De Waele Pattyn,German,Bachelor,Hotels and restaurants,0-1
21502,Chantal Fierens,Spanish,Bachelor,Wholesale and retail,2-4
15229,Ella Yildirim,Dutch,Bachelor,Construction,2-4
11411,Christiana Thys,Dutch,PhD,Education,2-4
14781,Sven Bosmans,German,Bachelor,Pharmaceutical,0-1
24319,Yannick Smets,English,Master,Agriculture,5-10
19141,Koen De Bruyn,Dutch,Bachelor,Education,10+
23783,Jan Colman,English,High School,Research,5-10
13445,Oscar Belmans De Greef,German,PhD,Transport,0-1
15505,Esther Casier,English,Bachelor,Hotels and restaurants,10+
19830,Christiane Mortier,Spanish,Bachelor,Administration,5-10
14588,André Ooms,German,High School,Agriculture,10+
21147,Arlette Beernaert Desmet,English,Bachelor,Education,0-1
21151,Aicha De Bondt,French,High School,Agriculture,2-4
10331,Roger Reynders Van den Broeck,Spanish,PhD,Hotels and restaurants,2-4
23857,Mia Baeyens,English,PhD,Agriculture,2-4
20547,Leo De Smedt,German,High School,Agriculture,0-1
12854,Manon De Neve,English,High School,Administration,0-1
12169,Marc Theys,French,Bachelor,Construction,10+
24185,Martine De Smet,Dutch,Bachelor,Financial intermediation,0-1
20277,Simon Verfaillie,English,Bachelor,Education,5-10
20303,Rune Daems,German,Bachelor,Pharmaceutical,0-1
13093,Julie Yilmaz,French,Bachelor,Education,10+
11145,Steven Aerts,Dutch,Bachelor,Research,5-10
24367,Sophie Goovaerts,English,Bachelor,Transport,0-1
18230,Franky Ali,Dutch,High school,Cleaning,2-4
11685,François Vansteenkiste,English,Master,Administration,5-10
22943,Maria Denys,English,Bachelor,Manufacturing,0-1
10836,Tamara Huybrechts,Spanish,High School,Energy,2-4
18239,Niels De Wolf,Dutch,PhD,Administration,0-1
23527,Sophia Smets,Dutch,High School,Manufacturing,0-1
17721,Marc Cuypers,French,High School,Manufacturing,10+
21734,Jade Timmermans Baert,English,High School,Manufacturing,10+
10787,Martin Verschueren,English,Master,Education,10+
19560,Deborah Janssens,Spanish,PhD,Education,5-10
15491,Jean Ahmed,Dutch,Bachelor,Education,10+
16295,Magdalena Goossens,French,High School,Energy,5-10
24073,Danny Huybrechts,Dutch,PhD,Transport,5-10
23416,Alexander Pauwels Verbist,German,PhD,Financial intermediation,5-10
17814,Hans Verstraeten,French,High School,Energy,0-1
22158,Freddy Van den Broeck,German,High School,Administration,5-10
13296,Jenny Blomme De Groote,French,High school,Cleaning,0-1
23296,Bruno De Wolf,Spanish,Bachelor,Administration,5-10
19841,Mieke Smeets Devos,English,High School,Technology,5-10
23642,Manon Cools,Dutch,High School,Manufacturing,0-1
12098,Felix Janssens,French,High School,Manufacturing,5-10
16532,Iris Van Roy,English,Master,Transport,10+
22632,Marie Boeckx,English,PhD,Energy,2-4
15102,Martine Verelst,German,High School,Wholesale and retail,2-4
13623,Johnny Verbeke,Spanish,Bachelor,Pharmaceutical,10+
19014,Thibaut Wynants,Spanish,High School,Technology,10+
24983,Koen De Groof,German,Bachelor,Hotels and restaurants,5-10
22981,Amélie Heylen Verbist,English,PhD,Construction,10+
12140,Guido Verstraete,German,Master,Technology,2-4
13830,Suzanna Vercammen,English,PhD,Technology,10+
13484,Mieke Van Roy,Spanish,PhD,Agriculture,2-4
19062,Leo Van de Velde De Groote,English,Master,Agriculture,10+
15857,Charlotte Vandendriessche,English,Master,Energy,5-10
11491,Johan Dierckx,Spanish,High School,Construction,0-1
24898,Lana Vandekerckhove,German,PhD,Education,0-1
16300,Freddy De Coster,French,High School,Technology,5-10
23039,Elke Peeters,English,Bachelor,Agriculture,2-4
18977,Marleen De Clercq,Dutch,PhD,Administration,0-1
24776,Albert Peeters,Dutch,Master,Wholesale and retail,5-10
16920,Leona Vansteenkiste,German,Master,Transport,2-4
15004,Patrick Peeters,English,Bachelor,Financial intermediation,5-10
13285,Frederik Timmerman,English,High School,Research,5-10
14227,Patrick Vandevelde,French,High School,Transport,0-1
16539,Nele Lambert,French,Master,Technology,5-10
20472,Vince De Cuyper,Dutch,High School,Transport,10+
23176,Joshua Gielen,Dutch,High school,Cleaning,2-4
19876,Dirk Verbruggen,Dutch,Master,Wholesale and retail,0-1
13376,Christel Willems,Dutch,High School,Hotels and restaurants,10+
20237,Koen Van Acker Vinck,English,Master,Energy,10+
23155,Rosa Roelandt,Dutch,Bachelor,Hotels and restaurants,5-10
23628,Jens D'hondt,French,Bachelor,Administration,2-4
13904,Sonia Pauwels Vermeylen,English,PhD,Technology,5-10
24297,Geert Janssens,Spanish,PhD,Agriculture,2-4
22825,Willy Proost,German,Master,Financial intermediation,5-10
19110,André Willems,French,High school,Cleaning,0-1
18835,An Mariën,German,Bachelor,Construction,10+
12027,Muhammed Goossens,Spanish,PhD,Research,10+
20678,Frank De Smedt,Spanish,Bachelor,Administration,10+
15633,Godelieva Vlaeminck,Dutch,Bachelor,Research,5-10
15382,Marie Demuynck Bruneel,Dutch,High school,Cleaning,0-1
24158,Marie De Paepe,Spanish,Bachelor,Energy,10+
18440,Kurt Van Daele,English,High school,Cleaning,10+
17667,Viktor Casier Vandewalle,English,High School,Hotels and restaurants,5-10
23143,Filip De Cock Govaerts,French,Bachelor,Wholesale and retail,5-10
12684,Maria De Ridder,German,Master,Education,10+
24135,Claudine De Groote,English,Master,Logistics,5-10
17474,Lydia Hermans,English,Master,Logistics,0-1
13721,Geoffrey De Backer,Spanish,Master,Research,0-1
21488,Patrick Hanssens,German,PhD,Logistics,0-1
15830,Dylan De Backer,Spanish,High School,Transport,10+
21846,Seppe Vermeulen,German,High School,Manufacturing,10+
16832,Katia Blomme,Spanish,Master,Health and social services,10+
18378,Saskia De Mey,Spanish,High School,Health and social services,2-4
10058,Lionel Cools,Dutch,Master,Manufacturing,10+
15125,Dirk Coppens Van Dessel,Dutch,Bachelor,Energy,5-10
10188,Melissa Roelandt,English,PhD,Agriculture,0-1
12903,Nick Claes,Dutch,High School,Research,10+
19134,Hilde Verbiest,English,Master,Energy,2-4
23433,Annick Vermeulen,English,High School,Logistics,10+
13601,Frieda Aerts,German,Master,Pharmaceutical,5-10
18823,Ivo Andries,English,Bachelor,Transport,2-4
22275,Elias Van de Walle,English,PhD,Construction,10+
12724,Caroline Peeters,English,PhD,Financial intermediation,10+
15809,Davy Verstraete,Dutch,PhD,Transport,0-1
14313,Emmanuel Heyvaert,Dutch,PhD,Hotels and restaurants,0-1
21125,Didier Jacobs,French,High School,Hotels and restaurants,2-4
22067,Ginette De Wolf,Spanish,High School,Construction,5-10
13407,Mohamed Deleu,German,High School,Technology,2-4
18082,Fernand Peeters,French,Bachelor,Transport,0-1
23255,Kenneth De Groof,English,High school,Cleaning,10+
14380,Filip Van Damme Van de Velde,English,High School,Administration,5-10
22133,Ann Van Driessche,French,High School,Logistics,5-10
14240,Lucas Ahmed,German,Bachelor,Agriculture,2-4
12442,Paula Goossens Jacobs,English,High School,Health and social services,5-10
21913,Glenn Claes,English,Bachelor,Manufacturing,2-4
19670,Willy Reynaert,Dutch,Master,Transport,10+
14469,Ilias Driesen,Spanish,PhD,Administration,0-1
15459,Caroline Janssen,English,PhD,Research,5-10
18402,Anna De Groote,Spanish,High School,Construction,10+
18242,Michael Van Praet,Spanish,High School,Manufacturing,0-1
11464,Myriam Depuydt,Spanish,PhD,Manufacturing,5-10
20212,Renée Van Driessche,English,Bachelor,Pharmaceutical,0-1
23167,Vera Somers,English,PhD,Financial intermediation,10+
17826,Toon Luyten,Spanish,Master,Education,2-4
14058,Caroline Houben,French,Master,Financial intermediation,10+
14389,Justine Baert,Spanish,Bachelor,Hotels and restaurants,5-10
16332,Luc Vermeulen,Dutch,High School,Transport,0-1
11924,Sandra Van den Berghe,English,Bachelor,Administration,10+
20062,Maurice De Smedt,German,Bachelor,Manufacturing,5-10
12868,Jan Michiels,English,Master,Logistics,10+
14969,Gino Huysmans,Spanish,Master,Transport,2-4
12344,Bram Standaert,English,Master,Agriculture,10+
23345,Jozef Verbeke,Spanish,High School,Financial intermediation,2-4
18257,Xavier Lenaerts,German,PhD,Transport,0-1
22359,Monique Van Goethem Casier,German,Bachelor,Construction,2-4
17157,Vic De Ridder Bekaert,German,PhD,Health and social services,2-4
16400,Jeroen De Vos,Dutch,High School,Manufacturing,10+
18480,Paula Christiaens,Dutch,PhD,Administration,2-4
17316,Bert De Mulder,Spanish,Bachelor,Education,5-10
12968,Jeannine Torfs,Dutch,PhD,Construction,10+
11038,Fien Verhoeven,French,Bachelor,Health and social services,0-1
23068,Erna Smets,German,Bachelor,Energy,2-4
23629,Joseph Janssen,German,Master,Research,5-10
16582,Carl Vanderheyden Heylen,Spanish,Master,Pharmaceutical,10+
18661,Cyriel Raes,Dutch,High School,Agriculture,10+
14432,Piotr Christiaens,German,High School,Wholesale and retail,2-4
17450,Louise Vissers,English,Bachelor,Transport,0-1
20712,Mathijs Janssens,Dutch,Master,Technology,2-4
13169,Lowie De Vos,English,High School,Agriculture,2-4
17148,Emmanuel Nelissen,German,High school,Cleaning,0-1
10126,Lieve David,German,Bachelor,Health and social services,0-1
23080,Jozef De Neve,English,Master,Wholesale and retail,5-10
23671,Robert Gillis De Cock,German,Master,Administration,10+
12986,Jens De Cock,Dutch,Bachelor,Research,5-10
24498,Marie Verstraeten Vandenberghe,French,Bachelor,Education,0-1
12034,Jochen Bosmans,French,Bachelor,Agriculture,5-10
24132,Nathalie Vermeulen,French,PhD,Health and social services,2-4
23160,Pascal Wuyts,German,High School,Logistics,2-4
17399,Deborah Herman,Spanish,Bachelor,Administration,5-10
18303,Bert Demeyere,Dutch,Bachelor,Agriculture,2-4
19346,Liesbeth Vandecasteele,Dutch,Master,Financial intermediation,5-10
19481,Jonas Janssens Torfs,German,High School,Research,10+
12890,Stefanie Janssens,Dutch,High School,Wholesale and retail,10+
20058,Hassan Sabbe,German,High School,Health and social services,0-1
17414,Hilda Huysmans,French,Master,Research,0-1
18508,Paul Bosmans,Dutch,PhD,Pharmaceutical,0-1
16614,Erik Van Hecke,Spanish,High School,Health and social services,5-10
12146,David Smet Verbist,German,High School,Technology,10+
10808,Dimitri Marien,Dutch,High school,Cleaning,2-4
10845,Marc Helsen,English,High School,Health and social services,10+
19215,Magdalena Verstraete,English,Master,Administration,0-1
16272,Henri Lenaerts,Spanish,Bachelor,Education,2-4
14740,Luc Coenen,Spanish,PhD,Education,0-1
15372,Antonio Lambrechts,English,High School,Research,2-4
22605,Patrick Van de Voorde,German,PhD,Financial intermediation,5-10
10267,Yves Coenen,Dutch,Master,Health and social services,0-1
18348,Suzanne De Bruyn Matthijs,English,Bachelor,Financial intermediation,2-4
22934,Maria De Meyer,Spanish,PhD,Wholesale and retail,10+
12399,Nancy Jacobs,Dutch,PhD,Pharmaceutical,5-10
15517,Danny Leysen,German,PhD,Research,2-4
17714,Zoë Verheyen,English,PhD,Education,2-4
13788,Jolien Yilmaz De Vos,Spanish,PhD,Manufacturing,5-10
17080,Joren De Wachter,English,PhD,Education,10+
11821,Elif Baert,German,Master,Agriculture,5-10
20457,Erika Verbist,Spanish,Bachelor,Financial intermediation,10+
23075,Sarah De Schepper Slegers,Dutch,Bachelor,Education,10+
15410,Julia Vandendriessche Meersman,English,PhD,Administration,0-1
23034,Pieter Segers De Pauw,Dutch,Bachelor,Wholesale and retail,10+
10651,Tim Pollet,French,Bachelor,Technology,0-1
15155,Febe Breugelmans,German,Master,Pharmaceutical,10+
18268,Dirk De Cock,English,High School,Construction,0-1
17432,Silke Thijs,Spanish,Master,Transport,0-1
14726,Oscar Ramaekers,German,High School,Energy,10+
14148,Michèle Jans,French,Master,Agriculture,5-10
16712,Laure Huys,Spanish,Bachelor,Research,10+
20574,Mariam Vervoort Verhoeven,German,Bachelor,Agriculture,0-1
11927,Dimitri Boone,German,Bachelor,Transport,5-10
24911,Gunter Laenen,English,High School,Wholesale and retail,2-4
19535,Ludovicus Nijs,French,Bachelor,Pharmaceutical,2-4
14258,Kevin Dubois,English,Bachelor,Manufacturing,10+
20409,Irma De Bruyn,Dutch,Bachelor,Education,0-1
12307,Olivier De Meyer,Spanish,Bachelor,Financial intermediation,0-1
14587,Elke Wouters Vanneste,French,PhD,Health and social services,5-10
22363,Kelly Van Roy,German,PhD,Wholesale and retail,0-1
23243,Sophie De Wilde,German,High School,Pharmaceutical,10+
19360,Carla Heymans,Dutch,PhD,Education,5-10
10811,Jeannine De Ryck,German,High School,Technology,5-10
23144,Monique Standaert,Spanish,PhD,Logistics,2-4
13757,Gaston De Keyser,English,Bachelor,Research,10+
13889,René Merckx,French,PhD,Transport,10+
10601,Celine Wouters,Spanish,High School,Wholesale and retail,0-1
21328,Eric Van Hoof,Dutch,PhD,Technology,10+
13624,Hélène Van Impe,Spanish,PhD,Logistics,2-4
22791,Ines Devos,Dutch,High School,Research,10+
20625,Linde Dewilde,Spanish,PhD,Logistics,10+
18561,Lotte Beyens,German,Bachelor,Manufacturing,2-4
24359,Danielle Verhulst Willems,German,Bachelor,Health and social services,0-1
